?cls	?def	?xrefs
<http://purl.obolibrary.org/obo/MONDO_0013600>	"A sleep disorder characterized by difficulty in falling asleep and/or remaining asleep."	"NCIT:C28286 ICD10WHO:G47.0 MESH:D007319 SCTID:193462001 ICD10CM:G47.0 HP:0100785 EFO:0004698 ICD9:780.52 UMLS:C0393770"
<http://purl.obolibrary.org/obo/UBERON_0007135>		
<http://purl.obolibrary.org/obo/UBERON_0005178>		
<http://purl.obolibrary.org/obo/UBERON_0003084>		
<http://purl.obolibrary.org/obo/GO_0046903>		
<http://purl.obolibrary.org/obo/NCBITaxon_12721>		
<http://purl.obolibrary.org/obo/UBERON_0004814>		
<http://purl.obolibrary.org/obo/IAO_0000078>	"The curation status of the term. The allowed values come from an enumerated list of predefined terms. See the specification of these instances for more detailed definitions of each enumerated value."@en	
<http://purl.obolibrary.org/obo/NCIT_C173458>	"A question about an individual's ability to play or do a physical activity."	
<http://purl.obolibrary.org/obo/MONDO_0003198>	"An adenocarcinoma that arises from the small intestine. Histologic variants include mucinous adenocarcinoma and signet ring cell carcinoma."	"SCTID:424440001 EFO:1000532 NCIT:C7888 UMLS:C0278803 DOID:4906 GARD:19851 Orphanet:104075"
<http://purl.obolibrary.org/obo/NCIT_C91102>	"A question pertaining to a clinical or research assessment."	
<http://purl.obolibrary.org/obo/UBERON_0002417>		
<http://purl.obolibrary.org/obo/MONDO_0021076>	"A benign or malignant neoplasm that arises from the epithelial cells of the exocrine pancreatic tissue."	"NCIT:C4445 UMLS:C0345920 ICD9:235.5 SCTID:254604005"
<http://purl.obolibrary.org/obo/HP_0002060>		
<http://purl.obolibrary.org/obo/GO_0044283>		
<http://purl.obolibrary.org/obo/GO_0070091>		
<http://purl.obolibrary.org/obo/NCBITaxon_7227>		
<http://purl.obolibrary.org/obo/MONDO_0000514>	"A squamous cell carcinoma that involves the bone tissue."	"DOID:0050896"
<http://purl.obolibrary.org/obo/MONDO_0024276>		"HP:0031493 NCIT:C7132 UMLS:C0205854"
<http://purl.obolibrary.org/obo/CHEBI_37622>	"An amide of a carboxylic acid, having the structure RC(=O)NR2. The term is used as a suffix in systematic name formation to denote the -C(=O)NH2 group including its carbon atom."	
<http://purl.obolibrary.org/obo/UBERON_0004815>		
<http://purl.obolibrary.org/obo/UBERON_0005179>		
<http://purl.obolibrary.org/obo/MONDO_0056806>	"A squamous cell carcinoma that arises from the lung. It is characterized by the presence of large malignant cells. It includes the clear cell and papillary variants of squamous cell carcinoma."	"SCTID:723301009 NCIT:C133254 DOID:0080521"
<http://purl.obolibrary.org/obo/UBERON_0000456>		
<http://purl.obolibrary.org/obo/CHEBI_24433>	"A defined linked collection of atoms or a single atom within a molecular entity."	
<http://purl.obolibrary.org/obo/SYMP_0000146>		
<http://purl.obolibrary.org/obo/GO_0070887>		
<http://purl.obolibrary.org/obo/GO_0048771>		
<http://purl.obolibrary.org/obo/GO_0048468>		
<http://purl.obolibrary.org/obo/UBERON_0004151>		
<http://purl.obolibrary.org/obo/GO_0015721>		
<http://purl.obolibrary.org/obo/MONDO_0004251>	"A benign or malignant neoplasm that affects the small intestine. Representative examples of benign neoplasms include lipoma and leiomyoma. Representative examples of malignant neoplasms include carcinoma, lymphoma, and sarcoma."	"SCTID:126832004 UMLS:C0345832 NCIT:C4432 DOID:7505"
<http://purl.obolibrary.org/obo/MONDO_0024881>	"A malignant neoplasm that arises from a pre-existing lower grade lesion, or as a result of a primary lesion that has spread to secondary sites, or due to a complication of a cancer treatment."	"SCTID:128462008 NCIT:C4968 ICD9:198.89 ICD9:199.1"
<http://purl.obolibrary.org/obo/GO_0071953>		
<https://github.com/bmir-radx/gcbo/nih_no_sympt>		
<http://purl.obolibrary.org/obo/MONDO_0002259>	"A non-neoplastic or neoplastic disorder that affects the testis or the ovary."	"MESH:D006058 UMLS:C0018050 NCIT:C26786 DOID:2277"
<http://purl.obolibrary.org/obo/HP_0100314>		
<http://purl.obolibrary.org/obo/GO_0005215>		
<http://purl.obolibrary.org/obo/GO_0044281>		
<http://purl.obolibrary.org/obo/UBERON_0003920>		
<http://purl.obolibrary.org/obo/GO_0060249>		
<http://purl.obolibrary.org/obo/CHEBI_33709>	"A carboxylic acid containing one or more amino groups."	
<http://purl.obolibrary.org/obo/MONDO_0002519>	"A non-neoplastic or neoplastic disorder that affects the anal canal or anal margin. Representative examples of non-neoplastic disorders include hemorrhoids and anal ulcer. Representative examples of neoplastic disorders include carcinoma, lymphoma, and melanoma."	"UMLS:C0016167 DOID:3128 UMLS:C0003462 MESH:D001004 NCIT:C26695 SCTID:32110003 UMLS:C1301262"
<http://purl.obolibrary.org/obo/GO_0032782>		
<http://purl.obolibrary.org/obo/UBERON_0010707>		
<http://purl.obolibrary.org/obo/UBERON_0002546>		
<http://purl.obolibrary.org/obo/UBERON_0006909>		
<http://purl.obolibrary.org/obo/GO_0010033>		
<https://github.com/bmir-radx/gcbo/nih_memory>		
<http://purl.obolibrary.org/obo/UBERON_0005173>		
<http://purl.obolibrary.org/obo/MONDO_0016047>	"An infectious process affecting the internal structures of the eye."	"MESH:D009877 ICD9:360.19 SCTID:1847009 Orphanet:199323 MedDRA:10014801 GARD:20333 DOID:4692 UMLS:C0014236 NCIT:C34586"
<http://purl.obolibrary.org/obo/MONDO_0005275>	"A disease involving the lung."	"DOID:850 ICD9:518.89 MESH:D008171 SCTID:19829001 NCIT:C3198 EFO:0003818"
<http://purl.obolibrary.org/obo/UBERON_0003081>		
<http://purl.obolibrary.org/obo/UBERON_0000019>		
<http://purl.obolibrary.org/obo/GO_0035773>		
<http://purl.obolibrary.org/obo/NCIT_C20188>	"Pertaining to the demographic and psychosocial environment in which a person lives."	
<http://purl.obolibrary.org/obo/MONDO_0015075>	"A carcinoma arising from the thyroid gland. It is usually an adenocarcinoma and includes the following main subtypes: follicular, papillary, medullary, poorly differentiated, and anaplastic."	"NCIT:C4815 MedDRA:10007476 GARD:19763 UMLS:C0549473 EFO:1000586 SCTID:448216007 HP:0002890 DOID:3963 Orphanet:100088"
<http://purl.obolibrary.org/obo/GO_1901653>		
<http://purl.obolibrary.org/obo/MONDO_0002269>	"An inflammatory disorder that affects the upper and lower gastrointestinal tract. Most commonly, this is attributed to viruses; however bacteria, parasites or adverse reactions can also be the culprit. Symptoms include acute diarrhea and vomiting."	"NCIT:C34632 EFO:1001463 SCTID:25374005 DOID:2326 UMLS:C0017160 ICD9:558.9 MESH:D005759"
<http://purl.obolibrary.org/obo/MONDO_0002665>	"A carcinoma that arises from glandular epithelial cells of the extrahepatic bile duct"	"NCIT:C7975 UMLS:C0279659 DOID:3495"
<http://purl.obolibrary.org/obo/HP_0001637>	"A structural anomaly of the muscle layer of the heart wall."	
<http://purl.obolibrary.org/obo/CL_0000223>		
<http://purl.obolibrary.org/obo/UBERON_0005174>		
<http://purl.obolibrary.org/obo/MONDO_0005281>	"A disease involving the gall bladder."	"ICD9:575.9 MESH:D005705 ICD10CM:K82 EFO:0003832 SCTID:39621005 DOID:0060262 NCIT:C34631 UMLS:C0016977 ICD9:575.8"
<http://purl.obolibrary.org/obo/GO_0000271>		
<http://purl.obolibrary.org/obo/MONDO_0021234>	"A neoplasm (disease) that involves the spinal cord."	"NCIT:C3381 MESH:D013120 UMLS:C0037930"
<http://purl.obolibrary.org/obo/CHEBI_76759>	"Any enzyme inhibitor that interferes with the action of a hydrolase (EC 3.*.*.*)."	
<http://purl.obolibrary.org/obo/UBERON_0003080>		
<http://purl.obolibrary.org/obo/GO_0007565>		
<http://purl.obolibrary.org/obo/MONDO_0021345>	"A carcinoma that involves the pharynx."	"NCIT:C9466 SCTID:449254004"
<http://purl.obolibrary.org/obo/MONDO_0004868>	"A disease involving the biliary tree."	"ICD9:576.9 MESH:D001660 DOID:9741 SCTID:105997008"
<http://purl.obolibrary.org/obo/NCIT_C27551>	"A term that refers to the classification of a disorder according to the anatomic site that is involved in the pathologic process."	
<http://purl.obolibrary.org/obo/CHEBI_15339>	"A molecular entity that can accept an electron, a pair of electrons, an atom or a group from another molecular entity."	
<http://purl.obolibrary.org/obo/MONDO_0020950>	"Infections of the eye caused by minute intracellular agents. These infections may lead to severe inflammation in various parts of the eye - conjunctiva, iris, eyelids, etc. Several viruses have been identified as the causative agents. Among these are Herpesvirus, Adenovirus, Poxvirus, and Myxovirus."	"MESH:D015828 UMLS:C0015407 SCTID:312132001"
<http://purl.obolibrary.org/obo/UBERON_0007005>		
<http://purl.obolibrary.org/obo/MONDO_0004727>	"A cancer that involves the oral opening."	"SCTID:187658004 ICD10CM:C06.1 UMLS:C0153374 DOID:9188 ICD9:145.1"
<http://purl.obolibrary.org/obo/UBERON_0010709>		
<http://purl.obolibrary.org/obo/MONDO_0006059>	"A squamous cell carcinoma that arises from the nasal cavity mucosa. Signs and symptoms include nasal fullness and obstruction, pain, epistaxis, and the presence of a nasal mass."	"EFO:1000057 NCIT:C8192 DOID:5515 UMLS:C0280333"
<http://purl.obolibrary.org/obo/GO_0050962>		
<http://purl.obolibrary.org/obo/CL_0002319>		
<http://purl.obolibrary.org/obo/UBERON_0000016>		
<http://purl.obolibrary.org/obo/MONDO_0041086>		"SCTID:231504006"
<http://purl.obolibrary.org/obo/UBERON_0002416>		
<http://purl.obolibrary.org/obo/MONDO_0005328>	"A non-neoplastic or neoplastic disorder that affects the eye. Representative examples include conjunctivitis, glaucoma, cataract, conjunctival squamous cell carcinoma, uveal melanoma, and retinoblastoma."	"DOID:1242 ICD9:360.9 DOID:5614 NCIT:C26767 ICD9:360 ICD9:379.8 MESH:D005128 ICD9:360.29 EFO:0003966 SCTID:371405004 ICD9:379.90 ICD9:360.89 UMLS:C4316870"
<http://purl.obolibrary.org/obo/MONDO_0002095>	"A malignant neoplasm arising from the blood vessels."	"DOID:175 MESH:D009383 NCIT:C8538"
<http://purl.obolibrary.org/obo/HP_0001700>		
<http://purl.obolibrary.org/obo/GO_0003824>	"Catalysis of a biochemical reaction at physiological temperatures. In biologically catalyzed reactions, the reactants are known as substrates, and the catalysts are naturally occurring macromolecular substances known as enzymes. Enzymes possess specific binding sites for substrates, and are usually composed wholly or largely of protein, but RNA that has catalytic activity (ribozyme) is often also regarded as enzymatic."	"Wikipedia:Enzyme"
<http://purl.obolibrary.org/obo/NCIT_C159659>	"An individual receiving a transplant."	
<http://purl.obolibrary.org/obo/CHEBI_36343>	"A subatomic particle known to have substructure (i.e. consisting of smaller particles)."	
<http://purl.obolibrary.org/obo/UBERON_0000017>		
<http://purl.obolibrary.org/obo/UBERON_0003082>		
<http://purl.obolibrary.org/obo/NCIT_C27993>	"A term that helps define and render another concept unique."	
<http://purl.obolibrary.org/obo/CHEBI_64909>	"Any substance that causes disturbance to organisms by chemical reaction or other activity on the molecular scale, when a sufficient quantity is absorbed by the organism."	
<http://purl.obolibrary.org/obo/UBERON_0016880>		
<http://purl.obolibrary.org/obo/UBERON_0000320>		
<https://github.com/bmir-radx/gcbo/nih_history_smoking>		
<http://purl.obolibrary.org/obo/NCIT_C100104>	"Objective evidence of disease perceptible to the examining practitioner (sign) and subjective evidence of disease perceived by the patient (symptom)."	
<http://purl.obolibrary.org/obo/HP_0025085>	"Passage of many stools containing blood."	
<http://purl.obolibrary.org/obo/UBERON_0000018>		
<http://purl.obolibrary.org/obo/NCBITaxon_43738>		
<http://purl.obolibrary.org/obo/MONDO_0002406>	"An inflammatory process affecting the skin. Signs include red rash, itching, and blister formation. Representative examples are contact dermatitis, atopic dermatitis, and seborrheic dermatitis."	"EFO:1000636 NCIT:C2983 MESH:D003872 DOID:2723 ICD9:692.9 SCTID:43116000 UMLS:C3875321"
<http://purl.obolibrary.org/obo/UBERON_0001785>		
<http://purl.obolibrary.org/obo/UBERON_0006242>		
<http://purl.obolibrary.org/obo/MONDO_0000777>	"A allergic disease that involves the digestive tract."	"DOID:0060502"
<http://purl.obolibrary.org/obo/MONDO_0002051>	"A disease involving the integumental system."	"SCTID:128598002 UMLS:C1290011 DOID:16"
<http://purl.obolibrary.org/obo/GO_1901652>		
<http://purl.obolibrary.org/obo/UBERON_0000014>		
<http://purl.obolibrary.org/obo/MONDO_0018513>	"A squamous cell carcinoma that involves the colon."	"UMLS:C1333100 DOID:5519 GARD:21768 SCTID:766981007 NCIT:C5490 Orphanet:423994"
<http://purl.obolibrary.org/obo/GO_0030072>		
<http://purl.obolibrary.org/obo/MONDO_0019087>	"A carcinoma that arises from the intrahepatic biliary tree (intrahepatic cholangiocarcinoma) or from the junction, or adjacent to the junction, of the right and left hepatic ducts (hilar cholangiocarcinoma). Grossly, the malignant lesions are solid, nodular, and grayish. Morphologically, the vast majority of cases are adenocarcinomas. Signs and symptoms include malaise, weight loss, right upper quadrant abdominal pain, and night sweats. Early detection is difficult and the prognosis is generally poor."	"MedDRA:10004593 Orphanet:70567 ONCOTREE:CHOL SCTID:312104005 GARD:9304 MedDRA:10008593 EFO:0005221 NORD:926 NCIT:C4436 DOID:4947 MESH:D018281 ICDO:8160/3 UMLS:C0206698"
<http://purl.obolibrary.org/obo/UBERON_0001780>		
<http://purl.obolibrary.org/obo/MONDO_0021117>	"A benign or malignant, primary or metastatic neoplasm involving the lungs. Representative examples of benign neoplasms include adenoma, papilloma, chondroma, and endobronchial lipoma. Representative examples of malignant neoplasms include carcinoma, carcinoid tumor, sarcoma, and lymphoma."	"NCIT:C3200 ONCOTREE:LUNG MESH:D008175"
<http://purl.obolibrary.org/obo/GO_0002790>		
<http://purl.obolibrary.org/obo/CHEBI_26932>	"A natural pigment containing four pyrrole rings joined by one-carbon units linking position 2 of one pyrrole ring to position 5 of the next."	
<http://purl.obolibrary.org/obo/CHEBI_37577>	"A molecular entity consisting of two or more chemical elements."	
<https://github.com/bmir-radx/gcbo/nih_othermh>		
<http://purl.obolibrary.org/obo/CL_0000527>		
<http://purl.obolibrary.org/obo/CHEBI_35692>	"Any carboxylic acid containing two carboxy groups."	
<http://purl.obolibrary.org/obo/UBERON_0019306>		
<http://purl.obolibrary.org/obo/MONDO_0002022>	"A disease that involves the orbital region."	"ICD10CM:H00-H59 ICD9:362.10 SCTID:371409005 DOID:1492"
<http://purl.obolibrary.org/obo/UBERON_0017650>		
<http://purl.obolibrary.org/obo/UBERON_0000015>		
<http://purl.obolibrary.org/obo/CHEBI_22314>		
<http://purl.obolibrary.org/obo/NCBITaxon_7711>		
<http://purl.obolibrary.org/obo/MONDO_0002815>	"The sudden onset of inflammation of heart muscle with myocellular necrosis; this is generally secondary to an infectious cause, and patients often have a recent history of a flu-like illness."	"UMLS:C0155686 ICD9:422.99 DOID:3951 NCIT:C35206 ICD9:422.90 ICD9:422 SCTID:46701001"
<https://github.com/bmir-radx/gcbo/nih_pregnancy>		
<http://purl.obolibrary.org/obo/CL_0000526>		
<http://purl.obolibrary.org/obo/NCIT_C117720>	"Symptoms, physical examination results, and/or laboratory test results related to the female reproductive system."	
<http://purl.obolibrary.org/obo/MONDO_0005794>	"Virus diseases caused by the herpesviridae."	"MESH:D006566 EFO:0007309 SCTID:23513009"
<http://purl.obolibrary.org/obo/MONDO_0004981>	"A disorder characterized by an electrocardiographic finding of a supraventricular arrhythmia characterized by the replacement of consistent P waves by rapid oscillations or fibrillatory waves that vary in size, shape and timing and are accompanied by an irregular ventricular response. (CDISC)"	"UMLS:C0004238 ICD9:427.31 NCIT:C50466 DOID:0060224 SCTID:49436004 HP:0005110 EFO:0000275 MESH:D001281"
<http://purl.obolibrary.org/obo/MONDO_0006009>	"Encephalitis resulting from viral infection."	"MedDRA:10058805 Orphanet:98252 EFO:0007538 NCIT:C35302 DOID:646 SCTID:34476008 UMLS:C0243010 GARD:19433"
